순번,제목,내용,사용자_정보,카페명,작성일,링크
187,irp 어떻게 운용?,남편이 30년 장기근속 했고 올해부터 임금피크제 들어가 만 60세에 정년퇴직합니다.(5년 남았습니다) 올해 퇴직금을 중간정산해서 irp를 가입한다고하는데 근로자가 직접 운용하는게 아니고 회사에서 계약한 금융회사가 있고 그 금융회사에서 irp를 운용한다고 합니다. 그러니낀 정년퇴직까지는 다니고 있는 회사에서 운용을 대신해준다는건데 개인이 운용하는것 보다 수익이 더 좋고 전문적으로 운용을 잘 할지?...,"은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2025.01.20.",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/242959?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6MjQyOTU5LCJpc3N1ZWRBdCI6MTc1MDcyODI0ODIyMH0.Dizv8db1FanXS8lTdfYXxsS0MpK3bmdsH1Z1mBnz_RM
188,퇴직연금DC형 기업IRP 실물이전이 가능하다고 하던데...,퇴직연금DC형 가입중인 직장인입니다. 다름이아니라 작년부터 말일부터 ETF나 펀드로의 이전이 가능하다는 이야기를 들었는데요. 퇴직연금DC형 기업IRP 실물이전이 가능해진 걸까요? 회사에서 퇴직금이 입금되는 계좌라 개인 IRP와는 다르다 보니 헷갈려서요 기업 IRP에서도 이제 실물자산으로 직접 운용할 수 있는지 아시는 분 계실까요?,"[머니트렌드] IFA 재무설계/자산관리/재테크/보험리모델링상담
5일 전",카페명 없음,날짜 없음,https://cafe.naver.com/bisml/37958?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImJpc21sIiwiYXJ0aWNsZUlkIjozNzk1OCwiaXNzdWVkQXQiOjE3NTA3MjgyNDgyMjB9.LqOZqd0iUG6XNJlA7_80-XRy0abo8qplH7LCGyG1xJA
189,연금저축펀드랑 IRP,연금저축펀드랑 IRP 두세달 된거같아요 연저펀 600 IRP300 그냥 노후로 가져가나요? 수익이 10% 20% 생기면 팔고 다른종목 사나요? 몇개는 10%가 넘었네요 물론 마이너스도 있고요,"은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2025.02.11.",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/248539?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6MjQ4NTM5LCJpc3N1ZWRBdCI6MTc1MDcyODI0ODIyMH0.Y9IsylHTh6fdXKVBD9PWvJtHGMmLyNZ0Q_tOa8Jc40g
190,명예퇴직금 irp계좌로 입금관련 문의드립니다.,"직원분은 dc형에 있던금액을 irp 계좌로 받았고, 추가로 명예퇴직금을 irp계좌로 일시로 받고싶어하십니다. 국민은행 퇴직연금 담당자에게 irp계좌로 명예퇴직금을 입금 하고 싶다고 문의를 드렸습니다. 담담자분께서 퇴직소득 원천징수영수증을 제출해달라고 하십니다. 거기 내용에 dc형으로 지급받은 금액과 명예퇴직금을 합산한 총 금액을 신고해달라고 합니다. 제가 생각해봤을때 저희가 지급한...","경리-회계 직장인들의 쉼터
2025.04.14.",카페명 없음,날짜 없음,https://cafe.naver.com/aclove/614917?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImFjbG92ZSIsImFydGljbGVJZCI6NjE0OTE3LCJpc3N1ZWRBdCI6MTc1MDcyODI0ODIyMX0.2MW9OgcLAIkpsABxp7lNbHySw9tiry6qNAIwdzPJ03s
191,IRP 리밸런싱?과 ACE미국배당퀄리티,안녕하세요 IRP 리밸런싱이나 관리를 어떻게 하시는지 고견듣고싶어서요 운좋게 3년조금 안된IRP계좌 수익입니다 KRX금현물이가 많이 수익중인데 요런경우 전체매도하지는 않고 수익부분만 매도하고 그 돈으로 다른걸 구매하는것도 괜찮을까요? 생각하는거는 한국판 DGRW라고 새로온 ACE미국배당퀄리티를 생각하고 있습니다 미국직투계좌에도 DGRW 좀보유는 하고 있구요 혹시 괜찮은방법이라면 하나더...,"미국주식에 미치다. 미주미
2025.05.15.",카페명 없음,날짜 없음,https://cafe.naver.com/yamizal/50817?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6InlhbWl6YWwiLCJhcnRpY2xlSWQiOjUwODE3LCJpc3N1ZWRBdCI6MTc1MDcyODI0ODIyMX0.BLpv5wd0ZubZb-vKFRZSNT0cwmbRqo5oINXvfgL3wtY
192,제발 알려주세요~) irp 연말정산할때 환급???,IRP에 대해 네이버 검색해보니 이렇게 나오더라구요.. 여기서 제가 궁금한건... 전 회사에서 4대보험을 100프로 다 내주어서 연말정산 할때 낼것도 돌려받을것도 없다고 알고 있습니다. 저같은 경우에도(5500만원이하) irp 계좌에 900만원 넣어두면 내년 연말정산때 환급받을수 있나요?? 제발 알려주세요~,"월급쟁이 재테크 연구카페(예금,적금,펀드,보험,CMA,주식,경매)
대표
2025.02.19.",카페명 없음,날짜 없음,https://cafe.naver.com/onepieceholicplus/5365900?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Im9uZXBpZWNlaG9saWNwbHVzIiwiYXJ0aWNsZUlkIjo1MzY1OTAwLCJpc3N1ZWRBdCI6MTc1MDcyODI0ODIyMX0.PSzMgZUrvJeY5cm-Y-sXwktLFxOOgpw3JAM9M1bSafY
193,"[질문있어요] IRP 거래내역 중 이해가 잘 안 되는 내용이 있어서 도움을 요청합니다 --- (연수익률 21.5%) --- (NH투자금융, 용어...","저의 최근 IRP 거래내역 일부를 방금 전에 캡처한 이미지입니다. --- 참고로, 위 종목은 <TIGER CD1년금리액티브(합성) ETF> 거래내역이고 아래 종목이 <나스닥100 지수 추종 펀드> 거래내역입니다. 위 두... (결제손실은 무엇이고, 왜 생기는지가 제일 궁금합니다.) 참고로, 저도 계좌안에서 여러 가지에 투자하고 있는데 <나스닥100 지수추종 펀드>에 50만원씩 4회 투자하고 수익이 어느 정도 난 것 같아서...","은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2025.05.23.",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/276262?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6Mjc2MjYyLCJpc3N1ZWRBdCI6MTc1MDcyODI0ODIyMX0.sCPNinFADrlUJywtYmXcZul-F6Wh4if5XvsSh0T_bKc
194,"연금저축, IRP 개설할때 궁금한 점","연금저축과 IRP를 한 증권사에 개설한다면 연말정산과 과세이연를 고려해서 아래와 같이 나누어 개설하면 될까요? o 연금저축-1 : 600만원, 연말정산용 o IRP : 300만원, 연말정산용 o 연금저축-2 : 900만원, 과세이연용 이때 연말정산용 이라든지, 과세이연용이라든지의 구분은 그냥 제 맘속에 생각해 두는건가요. 그리고, 한도를 설정하지 않은 계좌에는 아예 입금조차 못하는건가요 초보라 아직 생각만 하고...","은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2025.03.02.",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/254390?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6MjU0MzkwLCJpc3N1ZWRBdCI6MTc1MDcyODI0ODIyMX0.pvELlTroAHmxOEJaikN9I1GQyzs36tjjxHQoVxj7TKc
195,"ISA, IRP, 연금저축 관련 문의","연간 3,800만원을 계속 저축해 나간다면..(IRP, 연금저축 합계한도 18백만 + ISA 20백만원 한도) IRP 9백만원, 연금저축펀드 9백만원, ISA 20백만원 이렇게 저축하는게 어떨까 하는데요.. 이게 금액이나 순서가 상관이 있을까요?? 워낙 금융에 문외한이라, 여기저기 찾아는 보았는데 잘 모르겠네요 연초에 아예 38백 가지고 세가지 상품에 나눠 넣는다는 가정하에.. 1안) 세액공제는 +연금저축 합쳐서...","은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2025.01.10.",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/240843?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6MjQwODQzLCJpc3N1ZWRBdCI6MTc1MDcyODI0ODIyMX0.lHWXjEKvuvGSNIDcAB72qNnrtmoIUAmRM9SI-5gYvu4
196,연금저축/irp 궁금증,"작게나마 연말정산,노후준비로 많은건 아니지만 매달 부담없는선으로 55세까지 절대 해지안하려고 20만원씩 넣으려고 하는데요 직장인이고 가입하려니 연금저축,irp두개가 있던데 어떤걸 가입해야하나요? 투자쪽에는 아직은 관심이없어요,,","●디젤매니아● 대한민국 일등 패션 커뮤니티 디매인 DMAIN
대표
2025.03.07.",카페명 없음,날짜 없음,https://cafe.naver.com/dieselmania/45450445?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRpZXNlbG1hbmlhIiwiYXJ0aWNsZUlkIjo0NTQ1MDQ0NSwiaXNzdWVkQXQiOjE3NTA3MjgyNDgyMjF9.8McEym8v3tNuHQ9aCh0LGtSo_GAUsPcZkTNGx-Ak_LA
197,퇴직금 irp 수령 세금 질문드립니다,회사에서 퇴직금을 irp로 수령해야 한다고 해서 일단 은행에 irp 계좌를 하나 만들었습니다. 2월 중순쯤에 퇴직금 1억8천 정도가 들어오는데 들어오는 즉시 빚을 전부 상환할려고 했는데 (연금으로 수령 받으면 좋겠지만 당장 빚이 많아서 방법이 없습니다) 여기저기 검색을 해보니 에서 퇴직금 일시금 수령시 세금이 많이 나온다고 하는데 얼마나 나올까요? 52세이고 근무년수는 19년입니다. 너무 이쪽으로...,"은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2025.02.01.",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/245632?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6MjQ1NjMyLCJpc3N1ZWRBdCI6MTc1MDcyODI0ODIyMX0.GNtOm19S7dPW_VrSF7D7W2UFiQm5maea_r38MOJxAcA
198,가입후 초보 질문요. 나무증권 IRP 계좌 개설후 입금 안될때,"주린이입니다. 와이프도 바빠서 와이프가 연저펀, ISA, IRP 계좌를 비대면으로 개설완료하였는데요. 며칠 지난 후 제가 돈 넣으면서 관리하려고 하는데 IRP 계좌는 입금시 “기타수취불가” 입금자은행에 문의하세요 이렇게 뜨네요. 와이프 보고 전화로 문의하라 했는데 바쁘다고 며칠 지나고 있어서,,,, 혹시나 아시는 분 있으신지 문의남겨봅니다. 과장 달기 위한 게시물 등록이기도 합죠 :D ^^ 시원한 하루 되세요~","서대리의 연금 연구소
6일 전",카페명 없음,날짜 없음,https://cafe.naver.com/richfuture1/30941?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6InJpY2hmdXR1cmUxIiwiYXJ0aWNsZUlkIjozMDk0MSwiaXNzdWVkQXQiOjE3NTA3MjgyNDgyMjF9.nC-D3XKS8AQYBWU2iky__uXM9_YrHw8hzKI0KlDRcRQ
199,퇴사 23일만에 퇴직연금을 IRP 계좌로 옮기다,퇴사한지 23일만에 퇴직연금(DC형)을 IRP로 옮겼습니다. 노동관련법에 따르면 퇴사후 2주일 이내에 IRP계좌로 이체해야 하는데 실무자들의 업무처리미숙으로 10일늦게 입금됐습니다. 33년 경제활동동안 이직이 잦아 퇴직금을 많이 적립하지 못했습니다. 이직할때마다▶자동차 구매 ▶마이너스 대출 상환 등으로 사용해 버려 금액이 많지 않습니다. 정년을 맞은 회사에서 11년 근무한 댓가로 계좌에 8000만원...,"배당 투자자 모임
2025.01.24.",카페명 없음,날짜 없음,https://cafe.naver.com/divclub/20054?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRpdmNsdWIiLCJhcnRpY2xlSWQiOjIwMDU0LCJpc3N1ZWRBdCI6MTc1MDcyODI0ODIyMX0.b597HC6oLItqmdTiF5Z3BYrI1KYnQr5mXBeIB_QsERA
200,IRP세액공제 얼마나 받을 수 있을까요,"IRP세액공제 얼마나 받을 수 있을까요 [자주 묻는 질문] IRP 계좌에 납입했는데 세액공제 받을 수 있다고 들었어요. 근데 구체적으로 얼마까지 받을 수 있는지, 조건은 뭔지 잘 모르겠네요. 연금저축이랑 IRP 둘 다 있을 때는 어떻게 해야 하나요? 혹시 몰라서 올해 미리 준비하려고 하는데 자세히 알고 싶어요! [답변] 회원님들! 요즘 세액공제에 대해 문의 주시는 분들 많으시더라구요~ 그래서 오늘은 ...","오늘도 달린다 ㅣ영업·창업·부업 ㅣ온네스 GPT 마스터
2025.04.28.",카페명 없음,날짜 없음,https://cafe.naver.com/koarane/4032?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImtvYXJhbmUiLCJhcnRpY2xlSWQiOjQwMzIsImlzc3VlZEF0IjoxNzUwNzI4MjQ4MjIxfQ.96wrItm53nogSgyBsgN6rdmdn0ffdD1Zbm9tnnrma1E
201,IRP 실물 이전기 (나무증권 -> 삼성증권),"IRP 계좌 자체는 이전에도 이전이 가능했었지만, 이전하기 위해서는 상품을 모두 매도해서 현금화를 해야만 했습니다. 하지만 이제는 상품을 매도하지 않고서도 이전이 가능하게 된 것입니다. 그래서 저도 이번에 나무증권에서 삼성증권으로 이전을 하게되었습니다. 사실 제가 처음 가입했던 계좌는 삼성증권이었으나, 다이렉트 계좌가 아니라 대면 계좌였기 때문에 수수료 문제가 있어서...","은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2024.11.13.",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/226633?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6MjI2NjMzLCJpc3N1ZWRBdCI6MTc1MDcyODI0ODIyMX0.EdReZDsYs6VgkKGpyCxqNOo6ZZPRlPq1CvWD2u7qHdQ
202,한 증권사에 IRP 2개 개설 불가 건,안녕하세요. 제목처럼 IRP는 한 증권사에 하나만 만들 수 있다고 하더군요. 그런데 저축용 IRP 와 퇴직용 IRP이렇게 2개를 만들어 관리하는 걸 추천하던데요. 결국은 주 거래 증권사가 아닌 곳에 또 IRP를 만들어야하는 군요. 그런데 알아보니 저축용 IRP가 있는 상황에서 DC계좌 개설이 가능하더군요. 그럼 퇴직 후에는 DC를 로 옮겨야할텐데요. 이때 다른 증권사에 를 개설하고 옮겨야 하는 건가요?,"은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2024.10.29.",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/223149?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6MjIzMTQ5LCJpc3N1ZWRBdCI6MTc1MDcyODI0ODIyMX0.90fNZWf1WrgYWgy4xE4rGhTk3vQqLmxuYKalTtixxf4
203,퇴직금 일시금 수령 후 IRP 계좌로 다시 받는 방법이 있나요?,안녕하세요~ 퇴직연금 관련해서 문의드려요.. DC형에 가입된 사업장이고 만55세 이상 직원 분이 퇴사하셔서 일시금 수령이 가능하여 급여통장으로 신청해드렸는데 제가 묻지 않고 바로 지급해버렸네요.. 제 실수에요 ㅠㅠ 본인은 IRP계좌개설했다고 IRP계좌로 다시 받고 싶다고 하시네요.. 일단 퇴직금 수령이 다 된 상황인데...다시 되돌려받고 계좌로 지급해드릴 수 있는 방법이 있나요?,"경리-회계 직장인들의 쉼터
2025.04.15.",카페명 없음,날짜 없음,https://cafe.naver.com/aclove/615095?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImFjbG92ZSIsImFydGljbGVJZCI6NjE1MDk1LCJpc3N1ZWRBdCI6MTc1MDcyODI0ODIyMX0.jH2WcPgLxJDPLc00njQllgXJhenz--sV-UUKhPugj90
204,"1년 IRP, 개인연금 수익률 체크","오늘로서 IRP, 개인연금 투자를 시작한 지 1년이 되었습니다. 수익률을 체크해보니, IRP 13%, 개인연금 23%를 올렸네요 먼저 IRP. 금액은 아직 미미하지만 13%는 선방한거라 생각합니다. IRP평균과 비교해봐도 10월부터 투자라 뒤쳐졌던 수익률이 50% 기준과 비교해 이제 넘어섰고, 물론 상위 10%분들과 수익률은 처참하지만, 뭐 처음 투자로는 나쁘지 않습니다.(가만보니 작년 10월 제가 투자를 시작할때 이미 상위...","은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2024.10.17.",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/220727?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6MjIwNzI3LCJpc3N1ZWRBdCI6MTc1MDcyODI0ODIyMX0.3mG3_gCj2wuitL6kDmKSYfLZABvpUA_3re542rSLBeY
205,ISA 와 연금계좌.IRP계좌에서 발생한 분배금,ISA 와 연금계좌.IRP계좌에서 발생한 분배금이 이제 배당소득세를 제하고 들어오는데요 그러면 올해 발생한 분배금은 올해의 금융소득종합과세2000 만원 계산안에 들어가나요? 절세계좌라서 금융소득종합과세랑도 건강보험과도 무관하다고 알고 있었는데 갑자기 헷갈리네요ㅠㅠ,"은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2025.04.06.",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/264018?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6MjY0MDE4LCJpc3N1ZWRBdCI6MTc1MDcyODI0ODIyMX0.wSn-nlAYx_t1Hj_AJfmjNwkf2adwDqTtNqOhCnvFfH0
206,퇴직연금 IRP의 ETF 운용방법 조언좀요~,"퇴직연금 IRP의 ETF 운용방법 조언좀요~ 젊을때 조금이라도 자산을 조금씩 불려나가려고 해요. 제일 안정적이면서 괜찮다고해서 퇴직연금 IRP 개설하고 나니, ETF로 운용하는 방법에 대해서는 어떻게 구성해야 할지 감이 잘 잡히지 않더라고요. 그래서 퇴직연금 IRP의 ETF 운용방법에 대해 구체적으로 알고 싶어 왔는데요 직장인이기때문에 세액공제 혜택도 도움될것같은데 구체적으로 어떤 조건에서 얼마나까지...","[머니트렌드] IFA 재무설계/자산관리/재테크/보험리모델링상담
3주 전",카페명 없음,날짜 없음,https://cafe.naver.com/bisml/37676?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImJpc21sIiwiYXJ0aWNsZUlkIjozNzY3NiwiaXNzdWVkQXQiOjE3NTA3MjgyNDgyMjF9.aRbE5LdVCrzKjuHafpGMjSDnOwgutUMErAX9ryO9-xM
207,개인연금저축 + IRP 조합으로 가져가는게 좋을까요?,안녕하세요? 제가 작년 기준 총 급여 6천만원 가량인데요. 그동안은 개인연금IRP 하나만 납입했고 작년에 900만원 납입한 상태입니다. 근데 개인연금저축 + IRP 조합으로 다들 추천하시던데 잘 모르겠어서요 저는 그냥 개인연금IRP 에만 900만원 납입했고 세액공제로 108만원이 공제받았는데요 앞으로는 개인연금저축 + 조합으로 가져가는게 좋을까요?,"[머니트렌드] IFA 재무설계/자산관리/재테크/보험리모델링상담
2주 전",카페명 없음,날짜 없음,https://cafe.naver.com/bisml/37828?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImJpc21sIiwiYXJ0aWNsZUlkIjozNzgyOCwiaXNzdWVkQXQiOjE3NTA3MjgyNDgyMjF9.bwEql2sxoS1YPPGng9zUi3O_IB-9q-kS9IAvH_-w_fQ
208,퇴직연금 irp 지급,"밑에 글을 본적이 있는데.. 예외이신분 말고는 중소기업에서 IRP 로 필수 지급하여야 하나요? 현재 회사에서는 직접지급한다고 들어서요.. 2022. 4. 14.부터는 퇴직금을 근로자가 지정한 개인형퇴직연금제도의 계정(IRP) 등으로 지급하여야 한다. 직접 지급 불가, IRP로 지급해야 퇴직소득세 공제 불가, 세전금액으로 지급 55세 이후 퇴직, 300만원 이하 퇴직금은 예외","HR Professional[인사쟁이]가 보는 실무카페
대표
2025.02.11.",카페명 없음,날짜 없음,https://cafe.naver.com/ak573/847479?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImFrNTczIiwiYXJ0aWNsZUlkIjo4NDc0NzksImlzc3VlZEF0IjoxNzUwNzI4MjQ4MjIxfQ.O9NMJuQCK1LG5CtmraQi3q9ty70zKMCmCvetElt4AT8
209,퇴직 연금(IRP) 질문이 있습니다..,만약 나중에 퇴사시 퇴직금을 DB형 처럼 IRP 계좌에 돈을 받는 구조가 맞을까요?? 2. 세액 공제를 위해 연저펀 600만원 + IRP 300만원 불입하고 KODEX 나스닥 100TRP에 투자중입니다. 1년에 연금 납입한도인 1800만원으로 알고있는데... 퇴직금을 받는다면 그대로 IRP 계좌에서 투자하고싶은데 만약 퇴직금이 1년 연금 납입한도를 넘어선다면 어떻게 하나요? 3. DC 형으로 퇴직금 굴리시는 분들은.. 연저펀...,"한국/미국주식 : 장기투자를 지향하는 대표 주식카페
2025.01.06.",카페명 없음,날짜 없음,https://cafe.naver.com/pointns/498776?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6InBvaW50bnMiLCJhcnRpY2xlSWQiOjQ5ODc3NiwiaXNzdWVkQXQiOjE3NTA3MjgyNDgyMjF9.sarp7S6U2yuQZnbISQvRa1t5AdRqIOm7RAd1_CCbP2E
210,연금저축 과 IRP,20대 중반 연말정산 세금도 그렇고 연금저축과 IRP 둘다 납입하는게 좋을까요? 둘중 한가지만 납입 한다면 뭐가 유리할까요? 조언 부탁드립니다,"은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2025.02.18.",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/250569?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6MjUwNTY5LCJpc3N1ZWRBdCI6MTc1MDcyODI0ODIyMX0.YHZaVCoXjJt99-y7iQG2IxKHqj3gR9J9x-gf03BhFG0
211,irp에 안전자산만 갖고가게 될경우,"나이 38 연저펀 1500만원- s&p100tr , 나스닥 100tr isa 2000만원 - 에이스 미국빅테크 탑 7, 미국서학개미, s&p500tr 현재 담고있구요 올해 추가로 irp에 년 300 매달 25만원씩 미국테크탑10 채권혼합 담으려 하는데 안전자산 30%이면 되는데 100%다 넣는거는 좀 바보같은 짓일까요? s&p100tr 랑 반반 넣을지 고민되는데 그래봤자 년 300밖에 안되는 금액이라 의미가 있을까 싶고 는 정말 담아놓고 안볼...","한국/미국주식 : 장기투자를 지향하는 대표 주식카페
2025.01.09.",카페명 없음,날짜 없음,https://cafe.naver.com/pointns/499151?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6InBvaW50bnMiLCJhcnRpY2xlSWQiOjQ5OTE1MSwiaXNzdWVkQXQiOjE3NTA3MjgyNTUxOTh9.Wd2xsOVu_xI4bU2W507v2lHouXRV9mCJRuK6cWoTyWQ
